,sequence_type,m_freq_peak_idxs,nc_freq_peak_idxs,dft_model_scores,protein_model_score,cossic_model_score
0,Sequence min length,[0],[5],"[0.42923434 0.45475638 0.43155452 0.42227378 0.46403712 0.45243619
 0.4361949  0.45011601 0.44547564 0.43851508]","[0.43155452 0.37587007 0.38979118 0.40139211 0.35962877 0.36194896
 0.4037123  0.38051044 0.37819026 0.39907193]","[0.40139211 0.42227378 0.42227378 0.39443155 0.40603248 0.41299304
 0.40835267 0.42923434 0.43155452 0.42691415]"
